"year","zone","type","measure","value"
"2008","S01001797","Unknown","Count",0
"2012","S01001797","Unknown","Count",0
"2010","S01001797","Unknown","Count",0
"2009","S01001797","Unknown","Count",0
"2013","S01001797","Unknown","Count",0
"2009","S01001797","Detached","Count",45
"2006","S01001797","Detached","Count",45
"2012","S01001797","Detached","Count",45
"2008","S01001797","Unknown","Ratio",0
"2008","S01001797","Terraced","Ratio","27.05"
"2011","S01001797","Terraced","Ratio","27.05"
"2007","S01001797","Unknown","Ratio",0
"2011","S01001797","Unknown","Ratio",0
"2006","S01001797","Unknown","Ratio",0
"2007","S01001797","Semi-Detached","Ratio","32.83"
"2013","S01001797","Unknown","Ratio",0
"2006","S01001797","Semi-Detached","Ratio","32.83"
"2009","S01001797","Unknown","Ratio",0
"2007","S01001797","Flats","Ratio","26.44"
"2012","S01001797","Semi-Detached","Ratio","32.83"
"2010","S01001797","Flats","Ratio","26.44"
"2012","S01001797","Unknown","Ratio",0
"2010","S01001797","Unknown","Ratio",0
"2012","S01001797","Terraced","Ratio","27.05"
"2006","S01001797","Terraced","Ratio","27.05"
"2013","S01001797","Detached","Ratio","13.64"
"2009","S01001797","Detached","Ratio","13.68"
"2009","S01001797","Flats","Ratio","26.44"
"2006","S01001797","Flats","Ratio","26.44"
"2013","S01001797","Flats","Ratio","26.67"
"2007","S01001797","Detached","Ratio","13.68"
"2012","S01001797","Detached","Ratio","13.68"
"2013","S01001797","Terraced","Ratio","26.97"
"2011","S01001797","Detached","Ratio","13.68"
"2013","S01001797","Semi-Detached","Ratio","32.73"
"2009","S01001797","Semi-Detached","Ratio","32.83"
"2006","S01001797","Detached","Ratio","13.68"
"2008","S01001797","Detached","Ratio","13.68"
"2008","S01001797","Flats","Ratio","26.44"
"2010","S01001797","Detached","Ratio","13.68"
"2009","S01001797","Terraced","Ratio","27.05"
"2012","S01001797","Flats","Ratio","26.44"
"2011","S01001797","Flats","Ratio","26.44"
"2007","S01001797","Terraced","Ratio","27.05"
"2010","S01001797","Semi-Detached","Ratio","32.83"
"2008","S01001797","Semi-Detached","Ratio","32.83"
"2010","S01001797","Terraced","Ratio","27.05"
"2011","S01001797","Semi-Detached","Ratio","32.83"
"2013","S01001798","Detached","Count",264
"2011","S01001798","Detached","Count",264
"2007","S01001798","Detached","Count",263
"2008","S01001798","Detached","Count",264
"2010","S01001798","Detached","Count",264
"2004","S01001798","All","Count",344
"2005","S01001798","All","Count",344
"2006","S01001798","All","Count",344
"2007","S01001798","All","Count",343
"2008","S01001798","All","Count",344
"2009","S01001798","All","Count",344
"2010","S01001798","All","Count",344
"2011","S01001798","All","Count",344
"2012","S01001798","All","Count",344
"2013","S01001798","All","Count",343
"2003","S01001798","All","Count",344
"2010","S01001798","Flats","Count",2
"2006","S01001798","Flats","Count",2
"2012","S01001798","Flats","Count",2
"2011","S01001798","Flats","Count",2
"2009","S01001798","Flats","Count",2
"2013","S01001798","Flats","Count",1
"2007","S01001798","Flats","Count",2
"2008","S01001798","Flats","Count",2
"2008","S01001798","Semi-Detached","Count",74
"2010","S01001798","Semi-Detached","Count",74
"2007","S01001798","Semi-Detached","Count",74
"2011","S01001798","Semi-Detached","Count",74
"2012","S01001798","Semi-Detached","Count",74
"2006","S01001798","Semi-Detached","Count",74
"2013","S01001798","Semi-Detached","Count",74
"2009","S01001798","Semi-Detached","Count",74
"2013","S01001798","Terraced","Count",4
"2012","S01001798","Terraced","Count",4
"2008","S01001798","Terraced","Count",4
"2006","S01001798","Terraced","Count",4
"2009","S01001798","Terraced","Count",4
"2011","S01001798","Terraced","Count",4
"2007","S01001798","Terraced","Count",4
"2010","S01001798","Terraced","Count",4
"2006","S01001798","Unknown","Count",0
"2011","S01001798","Unknown","Count",0
"2007","S01001798","Unknown","Count",0
"2008","S01001798","Unknown","Count",0
"2012","S01001798","Unknown","Count",0
"2010","S01001798","Unknown","Count",0
"2009","S01001798","Unknown","Count",0
"2013","S01001798","Unknown","Count",0
"2009","S01001798","Detached","Count",264
"2006","S01001798","Detached","Count",264
"2012","S01001798","Detached","Count",264
"2008","S01001798","Unknown","Ratio",0
"2008","S01001798","Terraced","Ratio","1.16"
"2011","S01001798","Terraced","Ratio","1.16"
"2007","S01001798","Unknown","Ratio",0
"2011","S01001798","Unknown","Ratio",0
"2006","S01001798","Unknown","Ratio",0
"2007","S01001798","Semi-Detached","Ratio","21.57"
"2013","S01001798","Unknown","Ratio",0
"2006","S01001798","Semi-Detached","Ratio","21.51"
"2009","S01001798","Unknown","Ratio",0
"2007","S01001798","Flats","Ratio","0.58"
"2012","S01001798","Semi-Detached","Ratio","21.51"
"2010","S01001798","Flats","Ratio","0.58"
"2012","S01001798","Unknown","Ratio",0
"2010","S01001798","Unknown","Ratio",0
"2012","S01001798","Terraced","Ratio","1.16"
"2006","S01001798","Terraced","Ratio","1.16"
"2013","S01001798","Detached","Ratio","76.97"
"2009","S01001798","Detached","Ratio","76.74"
"2009","S01001798","Flats","Ratio","0.58"
"2006","S01001798","Flats","Ratio","0.58"
"2013","S01001798","Flats","Ratio","0.29"
"2007","S01001798","Detached","Ratio","76.68"
"2012","S01001798","Detached","Ratio","76.74"
"2013","S01001798","Terraced","Ratio","1.17"
"2011","S01001798","Detached","Ratio","76.74"
"2013","S01001798","Semi-Detached","Ratio","21.57"
"2009","S01001798","Semi-Detached","Ratio","21.51"
"2006","S01001798","Detached","Ratio","76.74"
"2008","S01001798","Detached","Ratio","76.74"
"2008","S01001798","Flats","Ratio","0.58"
"2010","S01001798","Detached","Ratio","76.74"
"2009","S01001798","Terraced","Ratio","1.16"
"2012","S01001798","Flats","Ratio","0.58"
"2011","S01001798","Flats","Ratio","0.58"
"2007","S01001798","Terraced","Ratio","1.17"
"2010","S01001798","Semi-Detached","Ratio","21.51"
"2008","S01001798","Semi-Detached","Ratio","21.51"
"2010","S01001798","Terraced","Ratio","1.16"
"2011","S01001798","Semi-Detached","Ratio","21.51"
"2013","S01001799","Detached","Count",17
"2011","S01001799","Detached","Count",17
"2007","S01001799","Detached","Count",17
"2008","S01001799","Detached","Count",17
"2010","S01001799","Detached","Count",17
"2004","S01001799","All","Count",336
"2005","S01001799","All","Count",351
"2006","S01001799","All","Count",366
"2007","S01001799","All","Count",374
"2008","S01001799","All","Count",366
"2009","S01001799","All","Count",370
"2010","S01001799","All","Count",370
"2011","S01001799","All","Count",370
"2012","S01001799","All","Count",370
"2013","S01001799","All","Count",370
"2003","S01001799","All","Count",327
"2010","S01001799","Flats","Count",81
"2006","S01001799","Flats","Count",67
"2012","S01001799","Flats","Count",81
"2011","S01001799","Flats","Count",81
"2009","S01001799","Flats","Count",81
"2013","S01001799","Flats","Count",81
"2007","S01001799","Flats","Count",67
"2008","S01001799","Flats","Count",77
"2008","S01001799","Semi-Detached","Count",243
"2010","S01001799","Semi-Detached","Count",243
"2007","S01001799","Semi-Detached","Count",247
"2011","S01001799","Semi-Detached","Count",243
"2012","S01001799","Semi-Detached","Count",243
"2006","S01001799","Semi-Detached","Count",243
"2013","S01001799","Semi-Detached","Count",243
"2009","S01001799","Semi-Detached","Count",243
"2013","S01001799","Terraced","Count",29
"2012","S01001799","Terraced","Count",29
"2008","S01001799","Terraced","Count",29
"2006","S01001799","Terraced","Count",40
"2009","S01001799","Terraced","Count",29
"2011","S01001799","Terraced","Count",29
"2007","S01001799","Terraced","Count",43
"2010","S01001799","Terraced","Count",29
"2006","S01001799","Unknown","Count",0
"2011","S01001799","Unknown","Count",0
"2007","S01001799","Unknown","Count",0
"2008","S01001799","Unknown","Count",0
"2012","S01001799","Unknown","Count",0
"2010","S01001799","Unknown","Count",0
"2009","S01001799","Unknown","Count",0
"2013","S01001799","Unknown","Count",0
"2009","S01001799","Detached","Count",17
"2006","S01001799","Detached","Count",16
"2012","S01001799","Detached","Count",17
"2008","S01001799","Unknown","Ratio",0
"2008","S01001799","Terraced","Ratio","7.92"
"2011","S01001799","Terraced","Ratio","7.84"
"2007","S01001799","Unknown","Ratio",0
"2011","S01001799","Unknown","Ratio",0
"2006","S01001799","Unknown","Ratio",0
"2007","S01001799","Semi-Detached","Ratio","66.04"
"2013","S01001799","Unknown","Ratio",0
"2006","S01001799","Semi-Detached","Ratio","66.39"
"2009","S01001799","Unknown","Ratio",0
"2007","S01001799","Flats","Ratio","17.91"
"2012","S01001799","Semi-Detached","Ratio","65.68"
"2010","S01001799","Flats","Ratio","21.89"
"2012","S01001799","Unknown","Ratio",0
"2010","S01001799","Unknown","Ratio",0
"2012","S01001799","Terraced","Ratio","7.84"
"2006","S01001799","Terraced","Ratio","10.93"
"2013","S01001799","Detached","Ratio","4.59"
"2009","S01001799","Detached","Ratio","4.59"
"2009","S01001799","Flats","Ratio","21.89"
"2006","S01001799","Flats","Ratio","18.31"
"2013","S01001799","Flats","Ratio","21.89"
"2007","S01001799","Detached","Ratio","4.55"
"2012","S01001799","Detached","Ratio","4.59"
"2013","S01001799","Terraced","Ratio","7.84"
"2011","S01001799","Detached","Ratio","4.59"
"2013","S01001799","Semi-Detached","Ratio","65.68"
"2009","S01001799","Semi-Detached","Ratio","65.68"
"2006","S01001799","Detached","Ratio","4.37"
"2008","S01001799","Detached","Ratio","4.64"
"2008","S01001799","Flats","Ratio","21.04"
"2010","S01001799","Detached","Ratio","4.59"
"2009","S01001799","Terraced","Ratio","7.84"
"2012","S01001799","Flats","Ratio","21.89"
"2011","S01001799","Flats","Ratio","21.89"
"2007","S01001799","Terraced","Ratio","11.5"
"2010","S01001799","Semi-Detached","Ratio","65.68"
"2008","S01001799","Semi-Detached","Ratio","66.39"
"2010","S01001799","Terraced","Ratio","7.84"
"2011","S01001799","Semi-Detached","Ratio","65.68"
"2013","S01001800","Detached","Count",69
"2011","S01001800","Detached","Count",69
"2007","S01001800","Detached","Count",68
"2008","S01001800","Detached","Count",69
"2010","S01001800","Detached","Count",69
"2004","S01001800","All","Count",349
"2005","S01001800","All","Count",349
"2006","S01001800","All","Count",349
"2007","S01001800","All","Count",348
"2008","S01001800","All","Count",349
"2009","S01001800","All","Count",349
"2010","S01001800","All","Count",349
"2011","S01001800","All","Count",349
"2012","S01001800","All","Count",349
"2013","S01001800","All","Count",349
"2003","S01001800","All","Count",349
"2010","S01001800","Flats","Count",0
"2006","S01001800","Flats","Count",0
"2012","S01001800","Flats","Count",0
"2011","S01001800","Flats","Count",0
"2009","S01001800","Flats","Count",0
"2013","S01001800","Flats","Count",0
"2007","S01001800","Flats","Count",0
"2008","S01001800","Flats","Count",0
"2008","S01001800","Semi-Detached","Count",219
"2010","S01001800","Semi-Detached","Count",219
"2007","S01001800","Semi-Detached","Count",219
"2011","S01001800","Semi-Detached","Count",219
"2012","S01001800","Semi-Detached","Count",219
"2006","S01001800","Semi-Detached","Count",219
"2013","S01001800","Semi-Detached","Count",219
"2009","S01001800","Semi-Detached","Count",219
"2013","S01001800","Terraced","Count",61
"2012","S01001800","Terraced","Count",61
"2008","S01001800","Terraced","Count",61
"2006","S01001800","Terraced","Count",61
"2009","S01001800","Terraced","Count",61
"2011","S01001800","Terraced","Count",61
"2007","S01001800","Terraced","Count",61
"2010","S01001800","Terraced","Count",61
"2006","S01001800","Unknown","Count",0
"2011","S01001800","Unknown","Count",0
"2007","S01001800","Unknown","Count",0
"2008","S01001800","Unknown","Count",0
"2012","S01001800","Unknown","Count",0
"2010","S01001800","Unknown","Count",0
"2009","S01001800","Unknown","Count",0
"2013","S01001800","Unknown","Count",0
"2009","S01001800","Detached","Count",69
"2006","S01001800","Detached","Count",69
"2012","S01001800","Detached","Count",69
"2008","S01001800","Unknown","Ratio",0
"2008","S01001800","Terraced","Ratio","17.48"
"2011","S01001800","Terraced","Ratio","17.48"
"2007","S01001800","Unknown","Ratio",0
"2011","S01001800","Unknown","Ratio",0
"2006","S01001800","Unknown","Ratio",0
"2007","S01001800","Semi-Detached","Ratio","62.93"
"2013","S01001800","Unknown","Ratio",0
"2006","S01001800","Semi-Detached","Ratio","62.75"
"2009","S01001800","Unknown","Ratio",0
"2007","S01001800","Flats","Ratio",0
"2012","S01001800","Semi-Detached","Ratio","62.75"
"2010","S01001800","Flats","Ratio",0
"2012","S01001800","Unknown","Ratio",0
"2010","S01001800","Unknown","Ratio",0
"2012","S01001800","Terraced","Ratio","17.48"
"2006","S01001800","Terraced","Ratio","17.48"
"2013","S01001800","Detached","Ratio","19.77"
"2009","S01001800","Detached","Ratio","19.77"
"2009","S01001800","Flats","Ratio",0
"2006","S01001800","Flats","Ratio",0
"2013","S01001800","Flats","Ratio",0
"2007","S01001800","Detached","Ratio","19.54"
"2012","S01001800","Detached","Ratio","19.77"
"2013","S01001800","Terraced","Ratio","17.48"
"2011","S01001800","Detached","Ratio","19.77"
"2013","S01001800","Semi-Detached","Ratio","62.75"
"2009","S01001800","Semi-Detached","Ratio","62.75"
"2006","S01001800","Detached","Ratio","19.77"
"2008","S01001800","Detached","Ratio","19.77"
"2008","S01001800","Flats","Ratio",0
"2010","S01001800","Detached","Ratio","19.77"
"2009","S01001800","Terraced","Ratio","17.48"
"2012","S01001800","Flats","Ratio",0
"2011","S01001800","Flats","Ratio",0
"2007","S01001800","Terraced","Ratio","17.53"
"2010","S01001800","Semi-Detached","Ratio","62.75"
"2008","S01001800","Semi-Detached","Ratio","62.75"
"2010","S01001800","Terraced","Ratio","17.48"
"2011","S01001800","Semi-Detached","Ratio","62.75"
"2013","S01001801","Detached","Count",317
"2011","S01001801","Detached","Count",314
"2007","S01001801","Detached","Count",303
"2008","S01001801","Detached","Count",308
"2010","S01001801","Detached","Count",313
"2004","S01001801","All","Count",358
"2005","S01001801","All","Count",386
"2006","S01001801","All","Count",391
"2007","S01001801","All","Count",376
"2008","S01001801","All","Count",381
"2009","S01001801","All","Count",382
"2010","S01001801","All","Count",384
"2011","S01001801","All","Count",385
"2012","S01001801","All","Count",388
"2013","S01001801","All","Count",388
"2003","S01001801","All","Count",327
"2010","S01001801","Flats","Count",10
"2006","S01001801","Flats","Count",12
"2012","S01001801","Flats","Count",10
"2011","S01001801","Flats","Count",10
"2009","S01001801","Flats","Count",10
"2013","S01001801","Flats","Count",12
"2007","S01001801","Flats","Count",10
"2008","S01001801","Flats","Count",10
"2008","S01001801","Semi-Detached","Count",28
"2010","S01001801","Semi-Detached","Count",26
"2007","S01001801","Semi-Detached","Count",28
"2011","S01001801","Semi-Detached","Count",26
"2012","S01001801","Semi-Detached","Count",26
"2006","S01001801","Semi-Detached","Count",27
"2013","S01001801","Semi-Detached","Count",26
"2009","S01001801","Semi-Detached","Count",28
"2013","S01001801","Terraced","Count",33
"2012","S01001801","Terraced","Count",33
"2008","S01001801","Terraced","Count",33
"2006","S01001801","Terraced","Count",33
"2009","S01001801","Terraced","Count",33
"2011","S01001801","Terraced","Count",33
"2007","S01001801","Terraced","Count",33
"2010","S01001801","Terraced","Count",33
"2006","S01001801","Unknown","Count",2
"2011","S01001801","Unknown","Count",2
"2007","S01001801","Unknown","Count",2
"2008","S01001801","Unknown","Count",2
"2012","S01001801","Unknown","Count",2
"2010","S01001801","Unknown","Count",2
"2009","S01001801","Unknown","Count",2
"2013","S01001801","Unknown","Count",0
"2009","S01001801","Detached","Count",309
"2006","S01001801","Detached","Count",317
"2012","S01001801","Detached","Count",317
"2008","S01001801","Unknown","Ratio","0.52"
"2008","S01001801","Terraced","Ratio","8.66"
"2011","S01001801","Terraced","Ratio","8.57"
"2007","S01001801","Unknown","Ratio","0.53"
"2011","S01001801","Unknown","Ratio","0.52"
"2006","S01001801","Unknown","Ratio","0.51"
"2007","S01001801","Semi-Detached","Ratio","7.45"
"2013","S01001801","Unknown","Ratio",0
"2006","S01001801","Semi-Detached","Ratio","6.91"
"2009","S01001801","Unknown","Ratio","0.52"
"2007","S01001801","Flats","Ratio","2.66"
"2012","S01001801","Semi-Detached","Ratio","6.7"
"2010","S01001801","Flats","Ratio","2.6"
"2012","S01001801","Unknown","Ratio","0.52"
"2010","S01001801","Unknown","Ratio","0.52"
"2012","S01001801","Terraced","Ratio","8.51"
"2006","S01001801","Terraced","Ratio","8.44"
